
Random ID,Duration (in seconds),"Please enter the code you received at the end of the game. Please ensure the code you enter here matches the code given to you by the game, if the codes do not match you will be unable to receive payment.",Select the choice that is second to the furthest right.,How mentally demanding was the task?,How physically demanding was the task?,How hurried or rushed was the pace of the task?,How successful were you in accomplishing what you were asked to do?,Select the choice that is all the way left.,How hard did you have to work to accomplish your level of performance?,"How insecure, discouraged, irritated, stressed, and annoyed were you?",I am optimistic towards artificial intelligence.,I am experienced working with artificial intelligence.,I have a positive relationship with technology.,Select the middle answer choice.,I would prefer working with a human rather than an AI.,I felt my teammate and I had a shared understanding of our teamwork.,I tried to cooperate with my teammate during the task.,My team member was cooperative during the task.,My teammate and I were cooperative during the task.,You must select the answer choice that states somewhat agree.,My teammate and I worked effectively during the task.,My teammate and I worked together better at the end of the task than at the beginning.,I am satisfied with my performance.,I am satisfied with my teammate's performance.,I would work with my teammate on another task.,I felt I was the leader during our collaboration.,I trust my teammate in acting in our mutual best interest.,I reacted aggressively towards my teammate.,My teammate reacted aggressively towards me.,I would like to be able to communicate with my teammate.,Our performance would benefit from?,What is your age?,What race are you?,What is your gender?,"Type the response ""human"".","What is the highest degree or level of school you have completed? (If you're currently enrolled in school, please state the highest degree you have received)"
5422,91,fuhdkqcp,1,-1,-2,0,2,-2,-1,-2,1,-1,2,0,0,2,2,2,2,1,2,-2,2,2,2,1,2,-2,-2,-2,I suppose our performance would benefit from the ability to chat with each other so we can communicate a strategy.,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
9177,87,igwdbcp,2,-2,-2,-2,2,-2,-2,-2,1,1,1,0,-1,2,2,2,2,1,2,2,2,2,2,2,2,-2,-2,-2,n/a,26-35,African American,Female,human,"Masters degree (MA, MS, MEd)"
3507,149,kusygyhi,1,-1,-2,-1,0,-2,0,-1,1,1,2,0,0,1,1,1,1,1,1,1,2,2,2,1,1,1,-1,1,communication,26-35,Caucasian,Male,human,High school diploma (GED)
8089,105,yrvwoq,2,-2,-1,-1,2,-2,-1,-1,1,2,2,0,2,2,1,1,2,1,2,2,1,2,2,1,2,-1,-1,1,teamwork,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
7986,183,dbxylvd,0,1,1,2,1,-1,1,-2,1,0,1,0,1,-1,1,1,1,1,2,-1,2,1,1,0,2,1,1,1,None,36 - 45,Caucasian,Male,Human,"Bachelor's degree (BA, BS)"
2501,184,rwwzjzfb,1,-1,-1,0,0,-2,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,-1,1,-1,-1,0,better luck,66-75,Caucasian,Male,human,Some college
6582,108,dylvbkbz,1,-2,-2,0,2,-2,-2,-2,-1,-2,1,0,2,-2,-2,-2,-2,1,1,-2,2,2,-2,2,-2,-2,-2,-2,me winning a big ass bonus,26-35,Other,Male,human,Some college
1166,506,rrtszg,-1,1,1,0,0,2,0,0,1,2,2,0,2,1,2,0,-1,1,-1,1,2,-1,-2,-2,1,1,2,1,Yes.,26-35,African American,Male,human,"Bachelor's degree (BA, BS)"
5350,262,dgsrqtix,1,-2,-2,-2,2,-2,0,-2,1,0,2,0,1,1,0,1,0,1,2,0,2,2,2,2,2,-2,-2,2,Communication,36 - 45,Caucasian,Male,human,Some college
2572,148,cuqokkxb,1,-1,-2,-2,2,-2,-2,-2,1,-1,1,0,-2,-1,-2,2,0,1,1,-2,2,2,2,1,1,2,-2,-1,Nothing could be improved from my perspective.,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
2555,131,tjjcwbyg,1,-1,-1,0,2,-2,-1,-2,2,0,1,0,0,1,1,1,2,1,2,0,2,2,2,2,1,-2,-2,1,more rounds to play,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
1293,135,rhdowmwf,-1,0,1,0,1,0,1,0,-1,1,0,0,-1,-1,1,0,1,1,0,1,-1,0,1,-1,1,0,1,0,Good,26-35,Indian,Male,human,"Masters degree (MA, MS, MEd)"
1574,55,katemxmx,1,-2,-2,-2,2,-2,-2,-2,1,-2,2,0,0,2,2,2,2,1,2,-2,2,2,2,1,1,-2,-2,-1,nothing,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
7894,139,swixgssq,1,-2,-2,-2,1,-2,-2,-2,1,-2,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,-2,-2,0,no idea,26-35,Caucasian,Female,human,High school diploma (GED)
6754,83,qfhnnexw,2,-1,-2,0,2,-2,0,-2,2,0,2,0,0,1,2,2,2,1,2,-2,2,2,2,2,2,-2,-2,0,not sure,26-35,Caucasian,Male,human,Some college
6010,177,uxnxfmlc,0,0,1,1,2,1,1,0,1,2,2,1,0,1,1,2,0,1,0,0,1,0,1,0,0,0,1,2,no,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
6941,140,xdbyvdm,1,-1,-2,0,0,-2,-1,-2,0,-1,-1,0,1,-1,1,2,1,1,1,2,1,2,2,-1,1,-1,-2,-1,working cooperatively,56 - 65,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
3950,83,ippfdhlg,1,-2,-2,-2,0,-2,-2,0,2,-2,2,0,-2,-2,-2,-2,-2,1,0,0,0,0,0,0,0,0,0,0,Nothing,18 - 25,Caucasian,Male,human,High school diploma (GED)
9048,129,gddzmmz,1,-2,-2,0,2,-2,-2,-2,-1,-2,2,0,1,1,-2,1,0,1,1,0,2,2,0,1,1,-2,-2,2,A mutual understanding of what is best for each of us.,36 - 45,Caucasian,Male,human,Some college
8360,188,sklpb,1,1,2,1,1,-2,1,0,1,0,1,0,1,0,1,0,1,1,1,1,2,1,1,2,1,1,1,2,is good for features ,18 - 25,Indian,Female,human,"Masters degree (MA, MS, MEd)"
1159,104,owahzmiq,2,-2,-2,-2,2,-2,-2,-2,1,-2,2,0,1,1,2,2,2,1,2,1,2,2,2,0,2,-2,-2,2,"Communication, mainly.",26-35,Caucasian,Male,human,High school diploma (GED)
5491,151,kvvnaeod,1,-1,-2,-2,0,-2,-2,-2,0,-1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,-2,-2,-2,Being able to communicate directly.,36 - 45,Caucasian,Male,human,"Doctorate degree (PhD, EdD)"
9702,73,bvnirt,2,-1,-2,0,1,-2,1,0,1,1,1,0,-1,1,1,2,1,1,2,0,1,1,1,1,1,0,-1,1,N/A,26-35,Caucasian,Male,human,Associates degree (AA)
6321,77,omojlbwk,1,-2,-2,-2,1,-2,-2,-2,1,-2,2,0,0,-2,2,0,0,1,0,0,2,1,1,1,1,1,1,1,I think we did fine...so I see nothing else we could benefit from.,26-35,Caucasian,Male,human,High school diploma (GED)
6698,453,koivqpjl,1,0,-1,-1,1,-2,0,-2,1,2,2,0,0,1,1,1,1,1,1,-1,2,1,1,2,1,-1,-1,1,from understanding of our teamwork.,26-35,Asian,Male,human,"Bachelor's degree (BA, BS)"
7931,188,hejlgvs,-1,0,1,0,1,-2,0,1,1,0,1,0,1,0,1,1,0,1,0,2,1,1,0,1,0,1,1,0,interesting,26-35,Asian,Male,human,"Bachelor's degree (BA, BS)"
3309,244,fytpnjry,1,1,1,1,2,0,1,2,1,2,1,0,1,1,0,1,1,2,1,0,1,2,1,-1,1,2,1,2,yes,36 - 45,Caucasian,Female,human,"Masters degree (MA, MS, MEd)"
2331,291,jqdlsjtk,-1,1,1,0,0,-2,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,2,1,knowledge,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
2246,178,gnxlab,2,1,1,0,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,They provide consistent basis for comparison during internal change efforts,18 - 25,Caucasian,Female,human,"Masters degree (MA, MS, MEd)"
7759,97,pjpakqdv,1,2,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,nice,18 - 25,Indian,Male,human,"Bachelor's degree (BA, BS)"
9584,152,zcvwiusb,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,2,1,1,0,1,2,-1,1,0,1,1,1,nothing,26-35,Asian,Male,male,"Bachelor's degree (BA, BS)"
5736,249,gwdsan,1,1,0,1,1,-2,0,1,1,2,1,0,1,1,0,1,0,1,0,1,2,1,1,1,1,0,1,0,SOME BENFIT,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
8793,112,bzzullw,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,0,2,2,2,points,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
6419,174,geppzq,1,1,2,0,1,-2,0,1,1,-1,0,0,1,1,0,1,0,1,0,2,0,1,0,1,0,2,0,1,nothing,26-35,Asian,Male,male,"Bachelor's degree (BA, BS)"
2603,67,orlxiwdp,1,-1,-2,0,1,-2,1,-1,2,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,Nothing,26-35,Caucasian,Female,human,Associates degree (AA)
1559,326,sihltg,1,0,0,1,0,-2,1,-1,1,1,0,0,1,-1,0,-2,-1,1,-1,-1,2,-1,-1,0,-1,0,-1,-1,no idea,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
6181,255810,fwjxvver,1,-2,-2,0,2,-2,0,-2,1,2,2,0,-1,1,2,2,1,1,0,1,2,1,1,2,1,-2,-2,1,Being able to communicate our strategy before hand,36 - 45,Caucasian,Male,human,High school diploma (GED)
5177,135,wctcacut,1,-2,-2,-2,2,-2,-2,-2,-1,-1,1,0,2,1,1,0,0,1,1,1,2,2,1,0,0,-2,-2,1,Communication.,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
8694,192,fidwdup,1,0,-2,-1,0,-2,-1,-1,1,-1,2,0,1,1,1,-1,0,1,-1,1,0,-1,-1,-1,-1,-1,-2,2,cooperation,56 - 65,Caucasian,Male,human,Some college
1838,96,vvabpckp,-1,0,1,0,1,-2,1,0,0,1,2,0,1,1,0,0,2,1,0,1,1,0,0,2,1,1,0,1,knowledge,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
4193,109,zbrwgevg,1,-2,-2,-2,2,-2,-2,-2,2,-1,2,0,1,-2,-1,1,-1,1,0,-1,2,0,0,-2,-2,2,1,2,The ability to communicate with each other before we selected an answer. ,26-35,Caucasian,Male,human,Associates degree (AA)
9170,779,djrcvbye,-1,1,1,0,1,-2,0,1,1,0,1,0,1,1,0,1,1,1,0,1,2,0,2,1,1,-1,-1,-1,AI ,26-35,Caucasian,Male,human ,"Masters degree (MA, MS, MEd)"
9738,409,smguk,-1,1,1,2,1,-2,1,0,1,2,1,0,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,-1,decesion between two players it will get some benefit to gess at the same time,36 - 45,Indian,Female,human,"Bachelor's degree (BA, BS)"
5776,113,tturetu,1,0,-2,-2,-1,-2,0,0,1,-1,1,0,0,1,1,0,1,1,1,-1,-1,1,1,-2,0,-2,-2,1,being able to communicate. ,46 - 55,Caucasian,Female,human,Associates degree (AA)
2375,153,edcnoart,2,-2,-2,0,2,-2,-2,-2,2,1,2,0,-2,1,2,2,2,1,2,0,2,2,2,1,1,-1,-2,0,cooperation,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
5433,82,yuiajvue,1,-2,-2,-2,1,-2,0,-1,2,-1,2,0,0,1,2,1,1,1,1,0,1,0,0,-1,-1,-2,-2,2,The ability to communicate to let each other know our plan.,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
1728,160,vgmjeyp,0,1,2,0,2,1,0,1,1,-1,1,-1,1,1,-1,2,0,2,1,0,2,1,-1,1,0,2,0,2,Our performance would benefit from game theory,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
5053,207,icoshi,1,-1,-2,-2,2,-2,-2,-2,1,0,2,0,2,0,1,1,0,1,0,1,1,1,-1,0,1,0,-1,-1,both going to the same place,36 - 45,Caucasian,Male,human,Some college
4906,233,lgeaqqjo,1,-2,-2,-1,2,-2,-2,-2,1,0,2,0,1,0,-1,2,0,1,1,1,1,2,1,2,1,0,0,2,Cooperation,46 - 55,Caucasian,Male,human,Some college
7284,140,qgmvnxk,2,0,1,2,1,1,2,1,1,2,1,0,1,0,1,2,0,1,0,1,0,1,1,2,1,1,1,1,KNOWLEDGE AND SKILLS,36 - 45,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
7439,235,uhzbdkqf,2,0,0,-2,2,-2,0,1,1,1,1,0,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,communication,18 - 25,Caucasian,Female,human,High school diploma (GED)
9543,79,phnqc,1,0,0,0,1,-2,0,-2,2,-2,2,0,1,2,2,2,2,1,2,-2,2,2,2,0,2,-2,-2,2,more communication,36 - 45,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
3191,116,ijscacik,2,-2,-2,-2,2,-2,-2,-2,1,-2,1,0,0,-2,-2,-2,-2,1,-2,-2,2,0,-2,-2,-2,1,-2,-2,I was the leader,56 - 65,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
7395,97,ipwtvpvw,1,0,-1,0,1,-2,1,-1,1,1,1,0,1,1,1,1,1,1,0,0,2,0,1,0,1,-2,-2,2,communciation,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
4338,142,przmocag,1,-1,-2,-2,2,-2,0,-2,2,1,2,0,-2,2,2,2,2,1,2,2,2,2,2,2,2,-2,-2,2,Continuing on with our working together,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
8308,176,xxlzxydl,1,0,-1,1,0,-2,0,-1,1,0,1,0,1,1,-1,1,1,1,-1,1,0,1,0,1,0,1,0,1,"very spot on, i enjoyed this task allot ",26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
8421,82,utiyjglj,1,-2,-2,-2,2,-2,2,-2,1,-1,1,0,0,-1,1,1,1,1,1,1,2,1,0,-1,0,-2,-2,-2,a better scoring system,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
9855,169,djkpecmz,-1,0,1,-1,1,-2,-1,2,-1,1,-1,0,1,2,-1,1,-1,1,-1,2,-2,1,-1,2,-2,1,-1,-2,it is some what benefit to us,36 - 45,Indian,Male,human,"Bachelor's degree (BA, BS)"
9865,151,nrkwb,1,-1,-1,0,2,-2,0,0,1,-2,1,0,1,1,1,2,1,1,2,2,2,2,2,0,1,1,-1,0,better communication,26-35,Asian,Male,human,Some college
2609,197,cydlp,1,1,0,-1,0,1,0,0,1,0,2,0,2,2,0,1,2,1,0,1,1,2,0,1,1,2,0,0,no,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
4972,93,xfmpose,1,2,1,0,1,1,1,1,-2,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,2,1,2,1,a bonus payment,26-35,African American,Male,human,"Masters degree (MA, MS, MEd)"
4591,137,slxtrhnd,1,-1,-2,-2,1,-2,-1,-2,1,0,2,0,1,1,2,2,2,1,2,-1,1,2,2,-1,2,-2,-2,1,Being able to communicate. ,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
8817,237,mpbrinel,1,-2,-2,0,1,-2,-2,-2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Artificial Intelligence,18 - 25,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
6765,83,jjoadgbv,1,0,0,-1,1,-2,0,-2,1,1,1,0,-1,2,2,2,2,1,2,2,1,1,2,2,2,-2,-2,2,A way to communicate strategies.,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
5483,128,dkxjdgwf,1,-2,-2,-2,2,-2,-2,-2,-1,1,2,0,2,1,2,2,2,1,2,-2,2,2,2,0,1,-2,-2,0,Uh...I don't understand the question.,26-35,Caucasian,Male,human,Some college
2260,1605,xgziavod,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Normal,26-35,Indian,Female,human,Some college
3626,178,ynvfczub,2,-2,-2,-2,2,-2,-2,-2,0,0,2,0,0,0,0,0,0,1,0,0,2,2,2,0,1,1,0,0,NA,36 - 45,Other,Male,human,"Bachelor's degree (BA, BS)"
2422,169,copjgtky,1,-1,-2,0,2,-2,-1,-1,1,1,1,0,-1,1,0,-1,-1,1,0,-1,1,0,0,2,0,1,0,1,Better AI,46 - 55,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
2672,86,rcodpwob,-1,1,1,0,1,-2,0,1,2,0,-1,0,1,1,0,-1,2,1,1,2,0,0,1,1,0,1,1,0,KNOW,26-35,Asian,Male,human,"Bachelor's degree (BA, BS)"
7227,227,624252,0,1,2,1,0,2,1,2,1,0,2,1,0,1,0,2,1,0,2,1,1,0,2,2,1,0,2,1,food,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
8086,123,iynhgr,1,-1,-2,0,0,-2,0,-2,2,1,2,0,0,0,1,1,1,1,1,2,1,1,1,0,1,-2,-2,0,Communication,26-35,Caucasian,Female,human,Associates degree (AA)
8317,126,mudpcodp,1,1,1,0,2,-2,1,-1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,artificial intelligence.,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
6386,104,cdmqqunr,1,-1,-2,0,1,-2,-1,0,2,-2,1,0,-1,1,2,1,1,1,2,0,2,2,1,2,1,-2,-2,1,Being able to communicate.,26-35,African American,Male,human,Some college
1362,98,ikjrjzjn,2,-2,-2,0,2,-2,1,-2,0,1,2,0,1,1,1,1,1,1,1,0,2,1,1,1,1,0,-1,1,a mutual agreed upon plan,26-35,Caucasian,Male,human,High school diploma (GED)
5731,94,ubswqck,1,0,-2,-1,0,-2,0,-1,1,-1,0,0,0,1,1,-1,-2,1,1,0,1,2,1,0,0,1,-1,1,Talking beforehand,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
2432,167,salsezyu,1,1,0,0,0,-2,1,-1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,no idea,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
3550,1267,xpqdefm,-1,1,1,1,0,-2,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,AI,18 - 25,Caucasian,Male,human ,"Masters degree (MA, MS, MEd)"
4720,1793,ccilkakw,1,1,0,1,1,-2,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,AI,26-35,Indian,Male,HUMAN,"Masters degree (MA, MS, MEd)"
1567,14122,rouazceb,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,2,1,1,1,1,1,0,1,AI,26-35,Indian,Male,human ,"Masters degree (MA, MS, MEd)"
6043,102,tsgcakeg,1,2,1,-2,2,-2,0,-2,2,1,2,0,0,1,2,1,2,1,1,2,2,1,1,2,1,-2,-2,2,team work,26-35,Indian,Male,human,"Masters degree (MA, MS, MEd)"
5353,117,qejbmur,-1,1,2,1,2,-2,2,1,2,1,2,0,2,1,2,0,2,1,2,1,2,1,2,2,1,2,0,2,good ,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
1712,167,clpyaqw,1,-2,-2,-1,2,-2,-2,-2,2,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,further development of AI performance,36 - 45,Asian,Female,human,"Bachelor's degree (BA, BS)"
9963,79,sppewrvf,0,1,0,1,0,-2,1,0,1,0,1,0,1,1,0,-1,-1,1,0,-1,0,1,0,-1,-1,0,1,0,Choosing the same location,26-35,Caucasian,Male,human,Some college
5081,88,ungbbung,2,0,-2,0,2,-2,0,-2,1,-1,1,0,0,1,-1,1,1,1,1,0,2,1,1,2,1,-1,-1,1,communication with each other,26-35,Asian,Female,human,"Bachelor's degree (BA, BS)"
4192,194,qtdvohy,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
5876,69,velwlndf,1,2,2,1,2,1,2,1,1,0,1,0,1,1,0,1,0,1,0,1,2,1,2,1,2,1,2,1,velwlndf,18 - 25,Indian,Male,mail,"Professional degree (MD, DDS, DVM)"
8225,97,fimfsavp,1,-2,-2,0,0,-2,-2,-2,1,-2,1,0,0,0,-1,0,-1,1,0,-1,1,0,0,0,0,-1,-1,0,Having a common goal instead of trying to win a game.,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
8172,86,sqdjfu,2,-1,-2,-2,2,-2,0,-2,1,1,2,0,0,-2,1,1,1,1,1,0,2,0,0,-2,-1,-2,-2,2,communication,36 - 45,Asian,Male,human,"Bachelor's degree (BA, BS)"
6454,65,ulzci,2,2,0,-1,2,-2,0,-1,2,2,1,0,0,1,1,1,2,1,2,-1,1,2,2,-1,0,-2,-2,1,More communication,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
9426,93,lbvtefbd,1,0,-2,0,1,-2,0,-2,1,1,2,0,0,0,1,0,0,1,0,0,2,0,-1,1,0,-1,-1,1,Being able to communicate and formulate a mutual plan.,36 - 45,Caucasian,Male,human,High school diploma (GED)
3707,227,gnjbpl,1,0,1,0,2,-2,1,-1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,artificial intelligence.,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
1052,159,rrlvrjha,2,-2,-2,0,1,-2,-1,0,2,-1,2,0,-1,1,-1,2,0,1,0,1,2,2,2,1,0,1,-2,0,one person giving in.,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
9164,140,qnyyybca,1,-2,-2,-1,2,-2,-1,0,1,1,2,0,-1,1,0,1,0,1,1,0,1,-1,1,1,1,-1,-1,1,more communication,46 - 55,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
5786,93,scolqhkl,2,-2,-2,-2,2,-2,0,-1,2,-2,2,0,-1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,"i did not have a teammate, i played against AI",18 - 25,Caucasian,Male,human,Some college
6520,82,rzenbaue,1,-1,1,1,0,-2,0,1,1,0,1,0,1,1,1,2,1,1,1,-1,-1,0,0,1,1,0,0,-1,I dont know.,36 - 45,Caucasian,Female,human,"Masters degree (MA, MS, MEd)"
7572,121,emkbvuoh,-1,0,-1,-2,0,-2,0,0,1,-1,-1,0,1,-1,-2,0,1,1,0,-2,-1,0,0,-1,1,0,-1,1,understanding AI better,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
8797,137,uamsiuko,0,1,2,1,1,-2,1,1,1,0,2,0,1,2,0,0,1,1,0,-1,0,0,1,1,2,2,1,0,no,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
1344,95,qkzydps,1,0,0,0,1,-2,-1,1,-1,1,0,0,1,0,1,1,1,1,1,0,0,-1,-1,0,0,0,1,1,Not really sure.,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
4733,73,qkefocd,1,0,-2,-1,-1,-2,0,1,1,0,-1,0,0,-1,0,-2,0,1,0,0,1,0,1,0,0,-2,0,-1,Trust,18 - 25,Caucasian,Male,human,Associates degree (AA)
4404,101,aqxbvhbb,2,0,-2,-2,1,-2,0,-1,1,2,2,0,0,1,2,2,1,1,2,1,1,1,2,0,2,-1,-1,1,directly talking,36 - 45,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
5751,180,ktztrufh,1,-2,-2,-2,0,-2,-2,0,1,1,1,0,0,0,1,0,1,1,0,-1,1,1,1,-1,1,0,0,1,communication,36 - 45,Caucasian,Male,human,Some college
8981,280,ihcuqs,1,0,-1,-1,0,-2,0,0,1,0,1,0,-1,-1,-1,0,-1,1,1,0,1,0,1,1,-1,2,0,1,more communication,18 - 25,Asian,Female,human,"Bachelor's degree (BA, BS)"
4309,68,jhohiiu,1,0,0,1,0,-2,-1,1,2,1,1,0,1,1,2,1,0,1,2,1,1,0,-1,-1,0,1,1,0,I dont really know.,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
1283,48,pwmltfi,1,2,0,0,1,0,0,-1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,-1,1,0,1,1,pwmltfi,18 - 25,Indian,Male,MALE,"Professional degree (MD, DDS, DVM)"
3940,73,bavdnieo,-1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,-1,1,0,1,0,1,0,1,0,1,great,56 - 65,Asian,Female,dqwe,"Professional degree (MD, DDS, DVM)"
8367,84,bavdnieo,-1,0,0,0,1,-2,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,gain great knowledge and skill.,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
8782,747,bztbldpn,1,0,0,1,-1,0,1,-1,1,0,1,0,1,0,1,-1,0,-1,1,0,1,0,1,-1,1,1,-1,1,getting in good knowledge,26-35,Asian,Male,"Modern humans, defined as the species Homo sapiens or specifically to the single extant subspecies Homo sapiens sapiens,","Bachelor's degree (BA, BS)"
1056,69,ennbaszi,-2,-2,-2,-1,-1,-2,2,-1,-1,2,-1,2,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,ennbaszi,18 - 25,Indian,Male,male,"Bachelor's degree (BA, BS)"
1484,864,udqtvrfj,-1,1,0,0,1,-2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,2,gain great knowledge and skills,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
1121,298,ykrrhi,1,-2,-2,-2,2,-2,-2,-2,2,-2,2,0,0,0,0,1,1,1,1,-2,1,1,1,0,0,-2,-2,0,the possibility to direct communication,36 - 45,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
9919,87,rbtltrfa,1,-1,-2,0,-1,-2,1,1,1,0,1,0,1,1,2,0,0,1,1,1,1,0,1,-1,0,-1,0,1,making future decisions,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
4301,117,lxpxplbx,1,0,0,0,0,-2,0,0,2,2,2,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,teamwork,36 - 45,Asian,Female,human,"Bachelor's degree (BA, BS)"
6089,291,prywvaza,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,google,26-35,Indian,Male,human,Some college
2381,59,xlvh,1,2,2,2,2,-2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Female,human,"Bachelor's degree (BA, BS)"
5192,177,jsufqzer,1,-2,-2,-2,2,-2,0,-2,1,0,1,0,0,0,-2,2,0,1,1,0,2,2,2,1,2,1,-2,0,"nothing, it all worked out",36 - 45,Caucasian,Female,human,Some college
3391,71,ojywwpyj,1,2,2,2,2,-2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Female,human,"Bachelor's degree (BA, BS)"
6239,143,beautest1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,beautest1,66-75,Other,Other,human,Less than a high school diploma
4646,76,pndzuadn,2,-1,-2,-2,0,-2,1,-1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,-1,0,Being able to chat,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
7159,71535,ghousaiong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5137,439,hqtecqn,1,2,0,-1,2,0,1,-2,1,0,2,0,1,2,2,1,2,1,2,1,2,2,2,1,2,0,1,2,our company and the project,36 - 45,Asian,Female,human,"Bachelor's degree (BA, BS)"
